EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,Label
100635,-999.0,86.596,102.319,47.133,-999.0,-999.0,-999.0,2.804,5.006,b
100636,105.965,79.156,83.388,37.583,-999.0,-999.0,-999.0,2.537,0.66,b
100637,59.045,39.018,46.876,2.965,-999.0,-999.0,-999.0,2.515,2.965,b
100638,195.584,85.103,136.398,25.604,-999.0,-999.0,-999.0,3.83,25.604,b
100639,159.8,30.244,111.49,38.264,-999.0,-999.0,-999.0,3.026,10.723,s
100640,-999.0,69.108,49.132,4.506,-999.0,-999.0,-999.0,2.053,4.506,b
100641,152.878,19.173,71.7,188.515,4.07,715.321,-2.23,1.666,3.935,b
100642,126.001,38.785,91.301,4.925,-999.0,-999.0,-999.0,2.74,42.699,s
100643,-999.0,88.827,60.541,4.842,-999.0,-999.0,-999.0,2.303,4.842,b
100644,85.393,35.286,65.853,34.14,-999.0,-999.0,-999.0,3.032,34.14,s
100645,85.217,55.362,63.637,17.213,2.149,238.211,-1.113,2.283,48.361,b
100646,141.641,7.629,93.501,25.802,-999.0,-999.0,-999.0,2.975,25.802,s
100647,205.632,26.116,141.946,23.032,-999.0,-999.0,-999.0,2.909,23.032,b
100648,126.79,3.043,94.237,93.836,1.901,109.958,-0.746,2.146,41.465,s
100649,98.498,14.976,75.441,173.953,0.393,48.311,4.135,1.101,32.236,b
100650,84.766,34.015,56.33,16.303,-999.0,-999.0,-999.0,2.813,16.303,b
100651,140.755,38.278,100.38,32.627,4.737,687.405,-5.507,2.8,1.991,s
100652,152.398,92.87,94.11,1.403,-999.0,-999.0,-999.0,2.918,1.403,b
100653,-999.0,83.961,17.618,1.189,-999.0,-999.0,-999.0,0.668,1.189,b
100654,-999.0,75.605,53.437,1.358,-999.0,-999.0,-999.0,2.004,1.358,b
100655,82.189,12.658,40.498,102.554,5.297,642.56,-5.796,1.631,17.202,b
100656,151.971,36.086,95.934,70.245,2.83,400.86,-1.758,2.29,58.669,s
100657,79.745,60.596,53.857,69.861,1.536,117.026,-0.215,1.767,5.524,b
100658,113.886,62.018,81.509,67.755,4.797,780.667,-5.082,2.204,0.073,s
100659,91.982,38.263,62.987,49.885,3.943,521.046,-3.333,2.637,2.763,s
100660,-999.0,132.022,82.066,19.102,-999.0,-999.0,-999.0,2.351,19.102,b
100661,163.408,102.017,81.821,24.582,-999.0,-999.0,-999.0,3.064,54.729,s
100662,173.545,33.311,108.086,110.132,3.116,680.055,-2.173,2.073,59.416,b
100663,111.11,5.933,76.99,25.215,-999.0,-999.0,-999.0,2.923,25.215,s
100664,93.12,20.402,70.172,79.035,-999.0,-999.0,-999.0,1.863,68.154,b
100665,66.097,84.097,53.566,52.108,1.989,267.879,-0.769,1.192,50.495,b
100666,97.69,36.12,73.384,3.627,-999.0,-999.0,-999.0,2.504,3.627,s
100667,102.287,32.69,75.124,16.266,-999.0,-999.0,-999.0,3.176,16.266,b
100668,159.309,8.177,97.459,54.368,2.947,372.497,-1.523,2.814,3.281,s
100669,148.315,35.079,94.493,140.477,4.332,829.759,-3.716,2.057,1.176,s
100670,105.393,77.872,95.332,3.733,-999.0,-999.0,-999.0,2.682,3.733,b
100671,146.369,1.283,107.252,52.006,-999.0,-999.0,-999.0,2.57,1.323,s
100672,136.894,1.861,90.157,31.103,-999.0,-999.0,-999.0,3.607,0.001,s
100673,63.01,66.213,48.194,8.28,5.814,977.301,-7.547,1.919,9.964,b
100674,115.014,34.268,73.263,228.807,1.004,328.911,-0.137,1.094,164.508,s
100675,124.161,45.228,103.132,117.609,-999.0,-999.0,-999.0,1.69,14.091,s
100676,74.498,7.294,52.812,26.173,-999.0,-999.0,-999.0,3.132,4.78,b
100677,94.06,3.599,54.901,110.56,2.924,206.623,-2.04,1.626,18.565,b
100678,42.781,70.455,34.569,40.219,2.811,234.833,-1.376,1.034,28.353,b
100679,647.79,107.112,322.045,74.253,1.947,171.754,0.051,4.309,0.959,b
100680,135.619,25.927,90.664,1.908,-999.0,-999.0,-999.0,2.737,1.908,s
100681,137.8,47.98,86.292,24.21,-999.0,-999.0,-999.0,3.167,24.21,s
100682,-999.0,139.242,93.489,29.129,-999.0,-999.0,-999.0,2.34,29.129,b
100683,175.251,10.169,73.607,86.124,0.623,36.334,3.585,2.584,4.072,s
100684,80.609,68.161,67.244,2.863,-999.0,-999.0,-999.0,2.402,2.863,b
100685,-999.0,145.292,54.904,44.789,-999.0,-999.0,-999.0,0.924,44.789,b
100686,98.005,19.45,49.378,175.128,2.495,466.804,-1.357,1.152,63.118,b
100687,-999.0,92.485,47.133,53.657,-999.0,-999.0,-999.0,2.042,3.26,s
100688,-999.0,69.635,49.746,0.493,-999.0,-999.0,-999.0,2.032,0.493,b
100689,90.106,79.559,63.399,90.682,-999.0,-999.0,-999.0,1.481,17.552,b
100690,153.735,56.619,123.003,83.181,3.463,305.405,-2.276,2.122,70.156,b
100691,90.201,24.361,24.139,216.357,2.466,357.889,1.762,0.95,37.204,s
100692,34.439,35.385,26.438,54.325,-999.0,-999.0,-999.0,1.031,54.325,b
100693,55.795,53.702,49.048,2.719,-999.0,-999.0,-999.0,2.046,2.719,b
100694,99.809,27.098,68.358,20.903,1.962,224.869,-0.685,3.478,2.106,s
100695,109.526,18.575,72.881,22.982,2.286,169.82,-1.198,2.904,2.414,b
100696,87.964,46.543,61.371,28.147,-999.0,-999.0,-999.0,2.503,2.742,b
100697,122.329,14.709,82.423,75.354,-999.0,-999.0,-999.0,2.2,9.619,b
100698,90.018,14.595,59.327,135.485,2.962,466.007,-2.015,1.245,51.332,b
100699,194.914,8.325,145.032,159.287,3.694,563.899,-2.911,2.231,18.785,b
100700,130.708,67.3,79.35,134.895,-999.0,-999.0,-999.0,1.802,44.967,s
100701,307.976,43.275,217.07,28.68,3.883,398.406,-2.375,4.535,29.845,b
100702,104.908,55.963,69.25,24.1,0.742,65.886,0.275,2.925,10.889,s
100703,61.305,32.778,46.794,1.312,-999.0,-999.0,-999.0,2.647,1.312,b
100704,112.413,7.576,74.813,2.709,-999.0,-999.0,-999.0,3.059,2.709,s
100705,97.504,49.795,76.025,90.671,-999.0,-999.0,-999.0,1.588,21.93,b
100706,34.414,83.112,26.973,73.605,-999.0,-999.0,-999.0,0.71,18.269,b
100707,-999.0,92.693,65.348,2.875,-999.0,-999.0,-999.0,1.828,2.875,b
100708,-999.0,80.333,125.019,91.87,2.321,124.112,2.95,3.077,24.276,b
100709,124.23,103.348,84.726,3.637,-999.0,-999.0,-999.0,2.916,3.637,b
100710,97.649,27.412,77.386,103.399,2.442,179.402,2.301,1.759,10.177,b
100711,108.966,8.072,67.491,22.822,5.299,484.221,-5.741,2.808,7.42,b
100712,117.499,116.868,91.243,58.084,-999.0,-999.0,-999.0,2.804,58.084,s
100713,-999.0,75.113,111.29,39.819,-999.0,-999.0,-999.0,2.289,0.247,s
100714,-999.0,177.847,97.239,115.528,-999.0,-999.0,-999.0,1.752,21.543,s
100715,121.577,15.605,82.812,147.768,4.519,690.482,-3.259,1.658,3.288,s
100716,126.151,32.529,67.083,117.302,0.541,55.468,0.752,1.821,28.361,s
100717,78.921,54.894,60.687,68.962,-999.0,-999.0,-999.0,1.477,24.563,b
100718,133.265,76.213,87.336,4.395,-999.0,-999.0,-999.0,3.043,4.395,b
100719,77.147,97.923,61.717,49.24,2.572,370.703,-0.074,1.889,38.311,b
100720,106.916,30.373,74.497,22.225,-999.0,-999.0,-999.0,2.98,22.225,s
100721,129.821,6.603,91.873,106.191,0.417,28.011,0.217,1.899,0.636,s
100722,126.848,55.276,84.725,52.036,-999.0,-999.0,-999.0,2.828,29.664,s
100723,105.102,7.993,64.595,27.042,-999.0,-999.0,-999.0,2.625,27.042,b
100724,178.947,82.206,122.097,85.386,2.687,288.907,-1.384,3.224,19.067,b
100725,119.068,68.893,54.925,118.173,1.537,153.098,-0.571,1.929,24.742,s
100726,176.489,57.492,82.073,100.619,-999.0,-999.0,-999.0,2.356,18.319,s
100727,82.628,16.002,55.735,15.02,1.206,116.598,2.894,3.058,6.598,b
100728,165.666,63.045,127.182,3.977,-999.0,-999.0,-999.0,3.375,3.977,b
100729,94.416,8.155,43.952,175.295,1.534,212.406,6.884,1.203,146.14,b
100730,-999.0,94.352,67.072,53.147,-999.0,-999.0,-999.0,2.99,9.976,b
100731,75.907,68.143,65.693,46.677,-999.0,-999.0,-999.0,1.719,0.375,b
100732,92.739,63.246,59.991,30.636,-999.0,-999.0,-999.0,2.367,30.636,b
100733,113.532,29.519,76.916,34.884,-999.0,-999.0,-999.0,2.831,2.431,b
100734,124.932,4.184,81.834,34.031,-999.0,-999.0,-999.0,2.593,34.031,s
100735,105.215,16.913,61.866,30.681,4.449,328.966,-4.262,2.933,23.202,b
100736,112.225,33.476,67.144,60.931,-999.0,-999.0,-999.0,2.523,24.998,s
100737,-999.0,104.193,66.17,37.552,-999.0,-999.0,-999.0,1.294,2.293,b
100738,113.217,74.216,59.997,37.83,-999.0,-999.0,-999.0,3.119,22.18,b
100739,-999.0,125.976,98.103,35.495,-999.0,-999.0,-999.0,2.215,27.519,b
100740,27.473,40.16,21.508,90.706,1.36,148.287,0.48,0.457,28.937,b
100741,122.708,6.184,53.649,136.657,3.645,398.26,-2.655,1.657,1.085,s
100742,138.218,56.54,106.947,25.514,5.017,556.447,-6.29,2.688,14.646,s
100743,128.343,0.537,81.958,83.494,-999.0,-999.0,-999.0,1.948,31.779,s
100744,125.908,9.715,86.756,3.512,-999.0,-999.0,-999.0,3.148,3.512,s
100745,79.893,53.887,65.16,0.947,-999.0,-999.0,-999.0,2.491,0.947,b
100746,76.708,36.308,63.328,0.538,-999.0,-999.0,-999.0,2.684,0.538,b
100747,137.127,88.31,67.189,93.061,1.735,129.801,0.081,2.51,4.321,s
100748,107.502,92.63,73.138,8.104,-999.0,-999.0,-999.0,3.068,8.104,b
100749,158.982,5.344,112.795,16.106,-999.0,-999.0,-999.0,3.227,16.106,s
100750,85.389,0.458,60.491,54.947,-999.0,-999.0,-999.0,2.304,17.353,b
100751,-999.0,55.912,106.096,51.872,-999.0,-999.0,-999.0,2.652,20.718,b
100752,-999.0,119.476,69.353,66.984,-999.0,-999.0,-999.0,2.51,66.984,b
100753,142.046,3.467,77.607,37.394,-999.0,-999.0,-999.0,2.746,6.966,s
100754,64.408,0.94,47.168,30.512,-999.0,-999.0,-999.0,2.221,30.512,s
100755,-999.0,87.251,129.577,19.393,-999.0,-999.0,-999.0,2.723,19.393,b
100756,172.682,38.684,118.043,53.031,-999.0,-999.0,-999.0,3.431,53.031,b
100757,110.978,54.434,83.2,71.712,-999.0,-999.0,-999.0,2.36,28.016,b
100758,248.849,83.493,161.695,1.783,-999.0,-999.0,-999.0,3.461,1.783,b
100759,146.208,101.815,124.046,42.783,-999.0,-999.0,-999.0,2.185,41.436,s
100760,136.143,82.577,75.87,41.703,-999.0,-999.0,-999.0,2.813,41.703,s
100761,128.335,39.019,72.883,25.983,-999.0,-999.0,-999.0,3.205,25.983,b
100762,-999.0,72.719,72.528,3.485,-999.0,-999.0,-999.0,2.346,3.485,b
100763,89.092,36.848,30.457,160.609,5.381,1022.334,-6.22,1.183,20.373,s
100764,-999.0,87.105,69.223,2.931,-999.0,-999.0,-999.0,2.196,2.931,b
100765,104.17,38.253,74.055,60.848,-999.0,-999.0,-999.0,2.123,5.075,b
100766,114.044,7.884,69.868,53.891,-999.0,-999.0,-999.0,2.458,23.594,s
100767,265.709,93.57,159.555,0.088,-999.0,-999.0,-999.0,3.729,0.088,b
100768,122.183,89.553,84.474,203.05,3.575,543.846,-0.494,1.103,21.319,s
100769,126.255,91.352,74.036,18.85,-999.0,-999.0,-999.0,3.032,18.85,b
100770,100.817,18.439,33.076,256.707,3.447,672.628,-2.124,0.841,1.072,s
100771,-999.0,59.884,66.665,3.211,-999.0,-999.0,-999.0,2.204,3.211,b
100772,164.712,23.595,116.293,84.123,1.202,91.367,5.59,2.632,0.229,s
100773,142.65,11.39,95.945,53.608,-999.0,-999.0,-999.0,2.432,53.747,s
100774,160.348,87.391,86.871,3.758,-999.0,-999.0,-999.0,3.339,3.758,s
100775,53.958,49.071,47.771,0.943,-999.0,-999.0,-999.0,2.313,0.943,b
100776,85.318,4.069,58.15,23.553,-999.0,-999.0,-999.0,3.184,23.553,b
100777,95.337,18.066,70.029,89.7,3.714,506.364,-1.262,2.058,0.745,b
100778,86.354,1.052,57.343,17.282,0.854,99.858,-0.156,2.663,47.527,b
100779,147.598,11.936,80.208,70.684,-999.0,-999.0,-999.0,2.875,21.361,s
100780,187.469,76.657,173.948,28.214,-999.0,-999.0,-999.0,3.788,28.214,b
100781,117.101,4.943,70.249,67.095,-999.0,-999.0,-999.0,2.931,25.187,s
100782,117.634,20.121,85.321,205.729,-999.0,-999.0,-999.0,1.165,28.686,s
100783,129.225,75.992,77.108,3.548,-999.0,-999.0,-999.0,3.082,3.548,b
100784,128.858,85.54,51.132,205.907,3.98,666.252,-3.956,1.308,41.75,s
100785,101.464,62.185,47.601,101.567,3.188,402.607,-2.04,1.848,43.832,b
100786,123.928,75.754,62.203,48.673,5.075,640.212,-5.428,2.555,14.911,s
100787,87.677,12.054,53.266,173.747,1.289,237.477,1.273,0.994,135.303,b
100788,102.93,142.039,100.034,101.839,-999.0,-999.0,-999.0,1.386,25.075,b
100789,123.178,33.449,53.157,139.367,-999.0,-999.0,-999.0,1.565,15.926,s
100790,117.26,98.1,101.206,95.071,-999.0,-999.0,-999.0,1.42,7.854,b
100791,224.246,116.293,203.306,134.805,0.264,63.437,0.065,2.307,28.956,b
100792,-999.0,87.216,63.186,3.147,-999.0,-999.0,-999.0,2.266,3.147,b
100793,101.05,81.98,86.453,2.845,-999.0,-999.0,-999.0,2.644,2.845,b
100794,95.249,9.147,60.506,27.037,-999.0,-999.0,-999.0,2.969,27.037,b
100795,244.395,56.361,180.018,29.365,-999.0,-999.0,-999.0,3.909,29.365,b
100796,147.983,123.929,83.469,1.34,-999.0,-999.0,-999.0,2.81,1.34,b
100797,149.396,55.873,73.281,88.002,-999.0,-999.0,-999.0,2.38,1.737,s
100798,93.758,7.333,72.571,21.775,-999.0,-999.0,-999.0,2.833,21.775,b
100799,142.368,117.205,97.936,2.474,-999.0,-999.0,-999.0,2.855,2.474,b
100800,88.92,9.326,63.434,27.932,-999.0,-999.0,-999.0,2.542,27.932,s
100801,47.473,50.474,35.999,34.419,-999.0,-999.0,-999.0,1.423,21.963,b
100802,82.192,36.588,56.349,41.368,2.14,263.277,-1.033,2.127,13.878,b
100803,158.444,94.813,94.064,27.14,-999.0,-999.0,-999.0,2.815,27.14,b
100804,114.374,10.926,81.746,224.648,0.168,220.4,0.509,1.007,219.394,b
100805,109.838,1.118,64.309,198.636,5.094,1367.215,-5.784,1.309,1.724,s
100806,187.613,13.907,147.223,106.779,-999.0,-999.0,-999.0,3.408,68.532,b
100807,119.615,35.868,92.331,2.689,-999.0,-999.0,-999.0,3.059,2.689,b
100808,76.86,49.73,56.28,95.787,-999.0,-999.0,-999.0,1.49,30.8,b
100809,79.899,53.179,63.72,41.362,-999.0,-999.0,-999.0,2.218,2.297,b
100810,97.689,15.551,68.612,3.715,-999.0,-999.0,-999.0,2.836,3.715,b
100811,87.881,45.525,54.643,3.277,-999.0,-999.0,-999.0,3.024,3.277,b
100812,138.074,9.651,90.873,54.181,-999.0,-999.0,-999.0,2.274,28.158,s
100813,99.761,44.853,68.987,32.262,5.085,416.022,-6.435,3.219,21.818,s
100814,107.421,11.011,76.612,81.936,3.082,281.074,-1.354,1.803,38.516,b
100815,96.165,50.505,57.632,243.222,3.082,418.555,-0.297,0.813,16.512,b
100816,93.371,7.023,60.714,207.585,-999.0,-999.0,-999.0,0.946,6.7,s
100817,-999.0,80.699,37.332,0.786,-999.0,-999.0,-999.0,1.175,0.786,b
100818,82.447,58.701,60.905,24.548,-999.0,-999.0,-999.0,2.944,24.548,b
100819,105.191,56.275,63.936,1.946,-999.0,-999.0,-999.0,3.064,1.946,s
100820,33.298,55.749,26.767,43.408,1.185,75.46,2.397,0.883,2.242,b
100821,155.479,65.144,120.254,166.386,2.547,234.655,-0.359,2.855,4.629,b
100822,87.396,90.827,75.378,30.831,-999.0,-999.0,-999.0,1.942,0.808,b
100823,86.137,16.185,62.413,1.186,-999.0,-999.0,-999.0,2.971,1.186,b
100824,26.487,76.335,23.621,38.013,-999.0,-999.0,-999.0,0.698,1.733,b
100825,118.883,1.838,80.38,66.838,-999.0,-999.0,-999.0,3.1,66.838,b
100826,107.639,57.242,78.234,2.464,-999.0,-999.0,-999.0,2.836,28.147,s
100827,156.716,4.172,106.275,29.632,-999.0,-999.0,-999.0,3.164,2.581,s
100828,74.011,50.102,53.503,132.899,1.561,261.78,5.088,1.082,61.376,b
100829,104.428,4.096,74.055,9.817,-999.0,-999.0,-999.0,3.0,9.817,s
100830,123.721,84.352,67.326,2.274,-999.0,-999.0,-999.0,3.112,2.274,b
100831,103.49,34.22,61.777,133.696,0.13,361.518,1.496,1.52,57.371,b
100832,119.609,57.785,60.181,71.011,-999.0,-999.0,-999.0,2.281,20.106,s
100833,99.524,1.136,61.06,151.976,1.953,405.105,0.308,1.221,91.977,b
100834,81.04,31.358,56.402,58.157,0.915,157.076,1.686,1.825,50.178,b
100835,153.584,0.391,116.006,376.505,0.279,169.914,0.766,1.001,129.64,s
100836,88.543,26.945,56.139,115.695,0.783,189.628,0.23,1.455,33.536,b
100837,74.263,39.605,63.416,28.795,-999.0,-999.0,-999.0,2.171,28.795,b
100838,82.653,17.293,54.531,98.189,-999.0,-999.0,-999.0,1.54,30.198,b
100839,107.37,22.714,74.478,32.242,-999.0,-999.0,-999.0,2.711,1.058,b
100840,96.414,88.421,59.79,141.175,-999.0,-999.0,-999.0,1.49,94.486,b
100841,89.718,42.804,51.536,23.501,-999.0,-999.0,-999.0,2.717,23.501,b
100842,78.237,6.812,51.979,38.8,-999.0,-999.0,-999.0,2.244,2.114,b
100843,121.43,13.741,83.381,1.196,-999.0,-999.0,-999.0,3.017,1.196,s
100844,119.072,26.638,84.496,13.312,-999.0,-999.0,-999.0,2.774,13.312,b
100845,-999.0,74.156,220.177,2.097,-999.0,-999.0,-999.0,4.195,2.097,b
100846,96.323,33.777,66.324,27.804,-999.0,-999.0,-999.0,3.016,27.804,s
100847,211.935,53.702,147.252,29.666,-999.0,-999.0,-999.0,3.015,21.924,b
100848,75.495,36.099,45.188,84.48,3.37,214.349,1.821,1.646,4.304,b
100849,-999.0,87.42,80.952,0.585,-999.0,-999.0,-999.0,2.652,0.585,b
100850,250.503,65.998,174.555,43.682,-999.0,-999.0,-999.0,3.695,4.052,b
100851,91.979,30.861,61.356,24.709,-999.0,-999.0,-999.0,2.45,24.709,b
100852,156.597,69.964,92.835,43.33,-999.0,-999.0,-999.0,2.813,1.641,b
100853,218.068,88.66,163.989,181.668,0.119,52.206,-0.002,2.217,11.587,b
100854,55.221,3.2,38.164,56.986,2.351,199.568,-0.643,1.446,49.362,b
100855,-999.0,81.201,97.459,1.397,-999.0,-999.0,-999.0,2.564,1.397,b
100856,101.834,34.58,72.698,43.237,-999.0,-999.0,-999.0,2.526,43.237,s
100857,-999.0,90.371,70.82,30.457,-999.0,-999.0,-999.0,1.902,30.457,s
100858,-999.0,114.851,77.656,4.776,-999.0,-999.0,-999.0,2.413,4.776,b
100859,116.386,8.225,88.634,89.713,-999.0,-999.0,-999.0,1.777,19.744,s
100860,96.278,66.776,88.282,1.669,-999.0,-999.0,-999.0,2.766,1.669,b
100861,121.302,30.114,84.656,22.533,5.696,1134.678,-7.988,2.808,26.199,s
100862,-999.0,100.515,203.479,82.545,0.42,96.472,-0.02,3.885,64.74,b
100863,97.873,11.689,68.251,74.272,0.806,105.83,1.294,2.433,42.274,s
100864,35.093,78.334,32.045,10.165,-999.0,-999.0,-999.0,1.037,39.143,b
100865,124.923,69.401,73.156,90.102,1.581,106.601,-0.625,1.988,0.899,b
100866,183.019,71.301,101.925,36.842,-999.0,-999.0,-999.0,3.283,36.842,b
100867,110.621,84.204,103.522,2.362,-999.0,-999.0,-999.0,2.523,2.362,b
100868,112.861,35.076,74.567,52.077,-999.0,-999.0,-999.0,2.574,3.87,s
100869,122.324,62.688,97.597,20.039,-999.0,-999.0,-999.0,2.615,20.039,b
100870,83.71,10.044,57.884,31.115,-999.0,-999.0,-999.0,2.684,2.359,b
100871,92.136,45.058,60.369,58.044,-999.0,-999.0,-999.0,2.103,23.754,b
100872,93.572,24.731,69.748,5.432,-999.0,-999.0,-999.0,2.969,5.432,s
100873,128.269,87.867,82.607,58.872,-999.0,-999.0,-999.0,2.327,21.005,b
100874,127.469,32.478,79.006,93.087,5.205,1024.629,-6.37,1.986,6.645,s
100875,122.711,70.351,78.268,14.168,-999.0,-999.0,-999.0,3.017,44.598,s
100876,-999.0,94.734,54.781,23.797,-999.0,-999.0,-999.0,1.977,23.797,b
100877,234.744,50.253,173.854,20.036,-999.0,-999.0,-999.0,4.219,20.036,b
100878,-999.0,90.225,41.285,35.249,0.816,88.28,1.934,1.505,35.133,b
100879,99.525,33.305,72.423,30.175,-999.0,-999.0,-999.0,2.438,11.286,s
100880,86.462,40.439,55.301,50.803,-999.0,-999.0,-999.0,2.601,5.777,s
100881,47.149,62.324,40.863,1.209,-999.0,-999.0,-999.0,1.838,1.209,b
100882,86.778,28.562,50.93,177.419,1.604,105.019,2.55,1.234,72.021,b
100883,130.142,41.024,91.83,50.76,-999.0,-999.0,-999.0,2.55,1.914,s
100884,103.762,25.266,78.667,5.764,-999.0,-999.0,-999.0,3.017,5.764,s
100885,-999.0,79.512,89.205,0.922,-999.0,-999.0,-999.0,2.654,0.922,b
100886,113.859,28.324,41.817,290.63,3.071,767.01,-2.329,0.839,66.204,s
100887,164.876,16.478,100.346,20.602,-999.0,-999.0,-999.0,2.936,20.602,s
100888,117.899,100.258,102.691,29.099,-999.0,-999.0,-999.0,2.236,29.099,b
100889,64.018,45.831,50.136,50.847,-999.0,-999.0,-999.0,1.426,30.296,b
100890,101.778,13.904,65.822,42.259,6.323,878.348,-9.508,2.97,5.118,s
100891,205.859,81.579,168.44,114.885,1.235,78.875,-0.283,2.736,16.13,b
100892,93.551,48.423,74.095,38.498,-999.0,-999.0,-999.0,2.413,3.483,b
100893,122.804,6.727,83.283,16.065,-999.0,-999.0,-999.0,2.873,16.065,s
100894,106.1,39.763,77.753,30.848,-999.0,-999.0,-999.0,2.434,5.215,s
100895,115.289,40.544,84.833,45.006,-999.0,-999.0,-999.0,2.484,3.565,b
100896,-999.0,47.933,78.588,1.183,-999.0,-999.0,-999.0,2.92,1.183,b
100897,89.343,0.599,54.729,26.029,-999.0,-999.0,-999.0,3.033,27.078,s
100898,105.492,25.67,83.365,24.406,-999.0,-999.0,-999.0,2.597,24.406,s
100899,101.801,40.83,27.647,193.555,2.29,335.728,2.17,1.074,4.581,s
100900,-999.0,66.497,26.766,23.556,-999.0,-999.0,-999.0,1.045,23.556,b
100901,122.629,20.452,76.577,44.284,-999.0,-999.0,-999.0,2.694,44.284,b
100902,137.297,106.339,83.905,81.362,-999.0,-999.0,-999.0,2.105,26.005,s
100903,-999.0,63.337,17.269,208.807,1.03,202.644,5.727,0.588,37.573,b
100904,-999.0,58.869,93.769,1.131,-999.0,-999.0,-999.0,2.284,1.131,b
100905,105.424,103.757,76.647,30.141,-999.0,-999.0,-999.0,2.456,64.18,b
100906,102.492,65.985,79.258,24.152,-999.0,-999.0,-999.0,2.44,20.756,b
100907,136.281,64.203,106.252,16.67,-999.0,-999.0,-999.0,3.25,33.415,b
100908,90.569,25.632,65.679,98.425,1.357,94.237,2.848,1.524,20.927,b
100909,98.151,45.888,75.082,5.52,-999.0,-999.0,-999.0,2.898,5.52,s
100910,82.13,5.448,56.404,28.913,-999.0,-999.0,-999.0,2.594,6.228,b
100911,127.89,34.225,89.432,46.129,-999.0,-999.0,-999.0,2.806,0.116,b
100912,133.162,89.123,78.739,0.097,-999.0,-999.0,-999.0,2.868,0.097,b
100913,130.738,21.842,66.087,198.934,0.753,86.937,3.419,1.273,2.49,s
100914,-999.0,75.871,50.388,8.552,-999.0,-999.0,-999.0,1.461,8.552,b
100915,156.786,50.71,96.823,1.143,-999.0,-999.0,-999.0,3.71,1.143,s
100916,74.097,2.091,51.22,49.77,-999.0,-999.0,-999.0,2.079,6.134,b
100917,89.782,89.356,66.287,17.384,-999.0,-999.0,-999.0,2.617,17.384,b
100918,180.126,68.237,146.115,49.946,-999.0,-999.0,-999.0,3.311,28.77,b
100919,78.483,8.716,52.863,69.409,-999.0,-999.0,-999.0,1.973,1.766,b
100920,150.357,33.371,98.039,22.876,-999.0,-999.0,-999.0,3.098,22.876,s
100921,-999.0,78.883,57.257,47.85,0.869,137.65,0.033,1.172,36.193,b
100922,142.121,55.962,113.292,17.284,-999.0,-999.0,-999.0,2.633,17.284,s
100923,107.359,40.252,69.706,0.704,-999.0,-999.0,-999.0,3.253,0.704,s
100924,76.382,2.266,51.643,72.87,-999.0,-999.0,-999.0,1.655,31.034,b
100925,104.897,1.498,61.707,59.498,2.095,157.538,-0.608,2.555,30.929,b
100926,-999.0,70.313,28.957,0.813,-999.0,-999.0,-999.0,1.126,0.813,b
100927,137.664,37.585,104.055,10.907,-999.0,-999.0,-999.0,3.252,10.907,s
100928,83.351,35.139,49.258,257.815,1.941,298.397,-0.598,0.669,22.728,b
100929,145.01,2.116,106.647,0.746,-999.0,-999.0,-999.0,3.545,0.746,s
100930,218.64,78.367,172.061,148.21,-999.0,-999.0,-999.0,2.295,10.934,b
100931,-999.0,87.525,73.923,1.061,-999.0,-999.0,-999.0,2.271,1.061,b
100932,124.96,17.599,66.081,125.561,4.455,485.949,-4.742,1.829,23.207,s
100933,126.41,51.946,75.56,89.767,-999.0,-999.0,-999.0,2.554,6.411,s
100934,79.019,81.13,61.348,72.09,-999.0,-999.0,-999.0,1.74,3.972,b
100935,137.839,0.647,57.488,160.026,-999.0,-999.0,-999.0,1.88,1.503,s
100936,134.037,21.407,67.888,316.379,2.671,510.087,0.963,0.86,33.524,s
100937,182.862,60.399,142.719,23.798,-999.0,-999.0,-999.0,2.514,20.309,b
100938,105.029,0.228,65.129,42.962,-999.0,-999.0,-999.0,2.422,1.241,b
100939,110.351,3.868,70.184,36.508,-999.0,-999.0,-999.0,2.455,3.675,b
100940,189.454,48.663,145.526,9.032,-999.0,-999.0,-999.0,3.867,9.032,b
100941,54.262,50.126,45.38,4.42,-999.0,-999.0,-999.0,2.27,4.42,b
100942,130.737,1.406,86.763,23.754,-999.0,-999.0,-999.0,3.007,23.754,s
100943,81.574,10.677,51.623,90.558,2.07,207.336,1.214,1.626,13.146,b
100944,96.645,60.478,47.547,56.231,-999.0,-999.0,-999.0,2.418,33.069,s
100945,118.428,23.422,84.809,54.179,-999.0,-999.0,-999.0,2.476,15.919,s
100946,133.818,10.505,102.749,160.683,2.376,215.127,-0.366,1.386,48.626,s
100947,173.13,57.33,130.593,50.028,-999.0,-999.0,-999.0,2.436,7.585,b
100948,96.167,52.712,67.529,41.632,4.698,479.137,-5.134,2.879,4.751,b
100949,168.201,19.99,110.51,21.606,-999.0,-999.0,-999.0,3.17,21.606,s
100950,95.27,50.307,58.945,32.833,-999.0,-999.0,-999.0,2.949,10.884,s
100951,147.663,17.858,97.597,24.709,-999.0,-999.0,-999.0,3.02,26.218,s
100952,156.303,44.258,92.353,90.285,3.334,211.01,-2.718,2.384,69.273,b
100953,40.394,11.144,29.065,94.322,3.827,317.755,-2.085,0.764,4.78,b
